Date,Tank_ID,Temp_Treatment,pH_Treatment,Temp_C.x,DO_mgL,DO_Percent,Conductivity,Salinity.x,YSI_Temp,mV.x,TrisCalDate.x,TrisCalDate.y,(Intercept),TTris,Temp_C.y,mV.y,Salinity.y,mVTris,pH,TA,TA_evap
2022-08-21,TNK_11,16,Ambient,16.282,8.85,108.6,50.3,33.2,16.5,-87.3,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,16.282,-87.3,33.2,-113.30753879861489,7.914831646945527,2271.72047974074,2258.81297701494
2022-08-21,TNK_12,18,Ambient,20.719,8.52,94.8,50.4,33,20.9,-87.4,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,20.719,-87.4,33,-107.43217441919782,7.880682800542506,2284.84505247732,2270.5728800882
2022-08-21,TNK_13,20,Ambient,23.512,6.97,99.5,50.5,33.1,23.7,-86.8,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,23.512,-86.8,33.1,-103.73375370436533,7.84851690424522,2248.39354727234,2233.08099189932
2022-08-21,TNK_14,22,Ambient,21.843,7.27,100.9,50.5,33.2,22,-74,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,21.843,-74,33.2,-105.94380174341131,7.643244018627657,2294.0192836439,2277.10365648146
2022-08-21,TNK_15,24,Ambient,29.71,7.65,101.4,50.6,33.4,30,-85.5,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,29.71,-85.5,33.4,-95.5265171878842,7.778397857942337,2257.36331189182,2239.44773005141
2022-08-21,TNK_16,26,Ambient,21.842,7.9,108.9,50.7,33.3,22,-86.1,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,21.842,-86.1,33.3,-105.94512591838978,7.850185382571748,2280.20319399051,2260.82469659116
2022-08-21,TNK_18,12,Ambient,12,10.61,124.2,51.4,33.7,12.8,-81.8,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,12,-81.8,33.7,-118.97765605637096,7.853497464629809,2272.10671598968,2251.52137767947
2022-08-21,TNK_SMP,10,Sump,10.699,9.73,109,51.3,33.5,10.6,-89.4,20220821,2022-08-21,-134.86775579786396,1.3241749784577506,10.699,-89.4,33.5,-120.7004077033445,7.998121591813721,2214.98437571314,2193.67439586757
2022-08-22,TNK_2,14,Low,12.091,9.52,109.2,51,33.4,12.2,-64.4,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,12.091,-64.4,33.4,-118.8571561333313,7.544590200028649,2330.13792310998,2328.80717615217
2022-08-22,TNK_3,16,Low,13.188,8.83,104,51.2,33.6,13.4,-68.2,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,13.188,-68.2,33.6,-117.40453618196317,7.604603528363625,2334.39404241327,2331.72920903152
2022-08-22,TNK_4,18,Low,18.202,7.09,92.2,51.2,33.1,18.3,-66.7,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,18.202,-66.7,33.1,-110.765122839976,7.5428965911704164,2345.60674908381,2341.59259035749
2022-08-22,TNK_5,20,Low,16.925,8.76,11.4,50.9,33.5,11.2,-70.2,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,16.925,-70.2,33.5,-112.45609428746651,7.613283218579896,2309.05626167513,2303.79045492103
2022-08-22,TNK_6,22,Low,21.527,7.06,97.7,51,33.6,21.7,-69.5,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,21.527,-69.5,33.6,-106.36224103660396,7.569408184389243,2332.7088389982,2326.06294487
2022-08-22,TNK_7,24,Low,20.129,7.83,104.6,50.6,33.3,19.7,-70.6,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,20.129,-70.6,33.3,-108.2134376564879,7.597339454204426,2344.94745303148,2336.93510410313
2022-08-22,TNK_8,26,Low,22.947,6.84,96.7,57,33.5,22.9,-68.6,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,22.947,-68.6,33.5,-104.48191256719396,7.544036951217258,2350.23394327319,2340.87046142748
2022-08-22,TNK_9,12,Low,11.693,10.6,121,50,33.4,12.2,-60.6,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,11.693,-60.6,33.4,-119.38417777475748,7.480037043356091,2343.95683298281,2333.29036275309
2022-08-22,TNK_10,14,Ambient,13.923,9.27,111,51.1,33.5,14.1,-79.1,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,13.923,-79.1,33.5,-116.4312675727967,7.790612438905946,2339.62466463359,2327.65387328526
2022-08-22,TNK_11,16,Ambient,15.674,8.78,108.8,57,33.5,15.8,-82.2,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,15.674,-82.2,33.5,-114.1126371855172,7.831442261259099,2337.64352912003,2324.36146361367
2022-08-22,TNK_12,18,Ambient,16.722,8.51,107.8,51,33.6,16.9,-79.7,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,16.722,-79.7,33.6,-112.72490180809343,7.780109684420863,2338.34317242632,2323.73682665875
2022-08-22,TNK_13,20,Ambient,18.511,8.41,109.6,50.9,33.5,18.7,-81.1,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,18.511,-81.1,33.5,-110.35595277163254,7.790543231396599,2340.03277984208,2324.09612072852
2022-08-22,TNK_14,22,Ambient,19.282,7.79,102.6,51.1,33.6,19.2,-78.7,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,19.282,-78.7,33.6,-109.3350138632416,7.743529359382984,2338.23312235786,2320.99147142726
2022-08-22,TNK_15,24,Ambient,21.274,7.67,105.2,51,33.5,21.4,-82.8,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,21.274,-82.8,33.5,-106.69725730615376,7.798606522898585,2346.18499720682,2327.56448135598
2022-08-22,TNK_16,26,Ambient,21.607,7.8,101,51.1,33.6,21.8,-82.4,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,21.607,-82.4,33.6,-106.25630703832736,7.789418621672956,2345.24024289865,2325.30902270405
2022-08-22,TNK_18,12,Ambient,12.013,10.68,122.6,52.6,34.5,12.2,-80.2,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,12.013,-80.2,34.5,-118.960441781651,7.8271806903165775,2343.13601711704,2321.9071517298
2022-08-22,TNK_SMP,10,Sump,10.622,10.66,120.8,51.2,33.5,11.2,-82.9,20220822,2022-08-22,-134.86775579786396,1.3241749784577506,10.622,-82.9,33.5,-120.80236917668574,7.883323882423879,2334.01483267842,2311.55968148684
2022-08-23,TNK_2,14,Low,13.927,10.65,126.6,51,33.5,14.1,-68.4,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,13.927,-68.4,33.5,-112.86050728494708,7.665331891091259,2330.13792310998,2328.80717615217
2022-08-23,TNK_3,16,Low,15.637,9.77,120.9,50.5,33.1,15.9,-70.1,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,15.637,-70.1,33.1,-110.6481587163652,7.680923072459235,2334.39404241327,2331.72920903152
2022-08-23,TNK_4,18,Low,17.414,8.38,107.5,50.4,33.2,17.7,-72.3,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,17.414,-72.3,33.2,-108.34912748456986,7.705592217536739,2345.60674908381,2341.59259035749
2022-08-23,TNK_5,20,Low,19.503,8.18,108.7,50.6,33.3,19.6,-71.9,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,19.503,-71.9,33.3,-105.64643967184028,7.682582673156656,2309.05626167513,2303.79045492103
2022-08-23,TNK_6,22,Low,22.047,6.63,91.9,50.2,32.9,22.2,-72.7,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,22.047,-72.7,32.9,-102.35508601191496,7.675611897764269,2332.7088389982,2326.06294487
2022-08-23,TNK_7,24,Low,22.31,6.46,89.5,50.8,33.4,22.3,-72.6,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,22.31,-72.6,33.4,-102.01482421452486,7.6729047991462975,2344.94745303148,2336.93510410313
2022-08-23,TNK_8,26,Low,25.679,5.39,79.8,50.6,33.3,25.7,-71,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,25.679,-71,33.3,-97.65610940309072,7.619422122978031,2350.23394327319,2340.87046142748
2022-08-23,TNK_9,12,Low,12.892,9.54,110.3,51.7,33.9,12.3,-62.8,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,12.892,-62.8,33.9,-114.19956036593084,7.575650798723985,2343.95683298281,2333.29036275309
2022-08-23,TNK_10,14,Ambient,14.1,8.62,103.4,50.6,33.2,14.3,-87.2,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,14.1,-87.2,33.2,-112.6366848859034,7.993108036145346,2339.62466463359,2327.65387328526
2022-08-23,TNK_11,16,Ambient,15.964,8.45,105,50.6,33,16.1,-87.6,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,15.964,-87.6,33,-110.22509556903988,7.983213026583922,2337.64352912003,2324.36146361367
2022-08-23,TNK_12,18,Ambient,17.424,7.79,99.5,50.5,33.2,17.6,-86.1,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,17.424,-86.1,33.2,-108.33618977364247,7.944863738795448,2338.34317242632,2323.73682665875
2022-08-23,TNK_13,20,Ambient,21.581,6.98,96.9,50.5,33.2,21.2,-90.6,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,21.581,-90.6,33.2,-102.95798334113084,7.985965191371934,2340.03277984208,2324.09612072852
2022-08-23,TNK_14,22,Ambient,21.965,7.19,99.1,50.7,33.3,21.8,-84.6,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,21.965,-84.6,33.3,-102.46117524151946,7.880315371884699,2338.23312235786,2320.99147142726
2022-08-23,TNK_15,24,Ambient,23.654,9.96,110,52.3,33.6,21,-80,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,23.654,-80,33.6,-100.27599586588506,7.788474297835299,2346.18499720682,2327.56448135598
2022-08-23,TNK_16,26,Ambient,25.673,8.8,110.4,50.6,31.2,25.6,-85.6,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,25.673,-85.6,31.2,-97.66387202964717,7.861747211431328,2345.24024289865,2325.30902270405
2022-08-23,TNK_18,12,Ambient,12.879,7.19,116.4,50.7,33.3,13,-88.9,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,12.879,-88.9,33.3,-114.21637939013644,8.03411192418192,2343.13601711704,2321.9071517298
2022-08-23,TNK_SMP,10,Sump,14.644,10.73,120.6,48.8,31.5,11.5,-86.6,20220823,2022-08-23,-130.87885729350847,1.2937710927379475,14.644,-86.6,31.5,-111.93287341145395,7.973752873593051,2334.01483267842,2311.55968148684
2022-08-24,TNK_2,14,Low,13.8,10.54,126,50.5,33.1,14.3,-67,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,13.8,-67,33.1,-113.0248162137248,7.640733281486312,2330.13792310998,2328.80717615217
2022-08-24,TNK_3,16,Low,16.548,8.45,105.7,50.1,32.8,16.6,-71.4,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,16.548,-71.4,32.8,-109.46953325088091,7.695795786922284,2334.39404241327,2331.72920903152
2022-08-24,TNK_4,18,Low,18.448,8.25,107,50.3,33,18.5,-71.7,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,18.448,-71.7,33,-107.01136817467882,7.686671157353668,2345.60674908381,2341.59259035749
2022-08-24,TNK_5,20,Low,20.327,7.72,104.6,50.7,33.3,20.4,-71.7,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,20.327,-71.7,33.3,-104.5803722914242,7.672732965943444,2309.05626167513,2303.79045492103
2022-08-24,TNK_6,22,Low,22.149,7.16,99.9,50.7,33.3,22.2,-71.8,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,22.149,-71.8,33.3,-102.22312136045568,7.660297478573062,2332.7088389982,2326.06294487
2022-08-24,TNK_7,24,Low,22.445,7.51,104.4,50.4,33.1,22.5,-72.4,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,22.445,-72.4,33.1,-101.84016511700524,7.6678111407120815,2344.94745303148,2336.93510410313
2022-08-24,TNK_8,26,Low,25.106,6.4,95,50.7,33.3,26,-70.4,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,25.106,-70.4,33.3,-98.39744023922955,7.613702596293135,2350.23394327319,2340.87046142748
2022-08-24,TNK_9,12,Low,12.479,10.74,124.2,51.8,33.9,12.6,-64.6,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,12.479,-64.6,33.9,-114.73388782723164,7.610465410460343,2343.95683298281,2333.29036275309
2022-08-24,TNK_10,14,Ambient,13.994,9.35,111.9,50.8,33.3,14.2,-86.1,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,13.994,-86.1,33.3,-112.77382462173364,7.974982844165518,2339.62466463359,2327.65387328526
2022-08-24,TNK_11,16,Ambient,16.175,8.81,109.6,50.8,33.3,16.3,-85.6,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,16.175,-85.6,33.3,-109.95210986847218,7.9472314818470755,2337.64352912003,2324.36146361367
2022-08-24,TNK_12,18,Ambient,17.649,8.41,107.9,50.5,33.2,17.8,-85.5,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,17.649,-85.5,33.2,-108.04509127777644,7.932516477613676,2338.34317242632,2323.73682665875
2022-08-24,TNK_13,20,Ambient,21.765,8.18,113.1,50.4,33.1,21.9,-90.3,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,21.765,-90.3,33.1,-102.71992946006704,7.978997915420806,2340.03277984208,2324.09612072852
2022-08-24,TNK_14,22,Ambient,21.818,7.49,104,50.7,33.3,21.8,-84.1,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,21.818,-84.1,33.3,-102.65135959215192,7.873022553265054,2338.23312235786,2320.99147142726
2022-08-24,TNK_15,24,Ambient,23.942,7.58,110.2,50.5,33.1,24.1,-84.1,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,23.942,-84.1,33.1,-99.90338979117654,7.854635222246903,2346.18499720682,2327.56448135598
2022-08-24,TNK_16,26,Ambient,24.194,7.31,105.7,50.7,33.3,24.2,-89.3,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,24.194,-89.3,33.3,-99.57735947580656,7.941045352370749,2345.24024289865,2325.30902270405
2022-08-24,TNK_18,12,Ambient,12.661,10.6,124.1,50.6,33.1,13.1,-87.7,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,12.661,-87.7,33.1,-114.49842148835332,8.014408189423598,2343.13601711704,2321.9071517298
2022-08-24,TNK_SMP,10,Sump,9.8,10.62,119.1,50.8,33.3,11.4,-85.3,20220824,2022-08-24,-130.87885729350847,1.2937710927379475,9.8,-85.3,33.3,-118.19990058467658,7.997819675830716,2334.01483267842,2311.55968148684
2022-08-25,TNK_2,14,Low,14.201,9.93,119.4,50,32.8,14.5,-49.4,20220825,2022-08-25,-110.733959443895,1.2860294430710029,14.201,-49.4,32.8,-92.47105532284368,7.679666116635773,2330.13792310998,2328.80717615217
2022-08-25,TNK_3,16,Low,16.246,8.93,111.1,49.7,32.6,16.4,-52.4,20220825,2022-08-25,-110.733959443895,1.2860294430710029,16.246,-52.4,32.6,-89.84112511176349,7.715428667317141,2334.39404241327,2331.72920903152
2022-08-25,TNK_4,18,Low,17.974,7.84,100.8,49.8,32.7,18,-51.5,20220825,2022-08-25,-110.733959443895,1.2860294430710029,17.974,-51.5,32.7,-87.61886623413679,7.686316019906425,2345.60674908381,2341.59259035749
2022-08-25,TNK_5,20,Low,19.717,7.46,99.4,49.3,32.3,20,-43.3,20220825,2022-08-25,-110.733959443895,1.2860294430710029,19.717,-43.3,32.3,-85.37731691486404,7.530597294434135,2309.05626167513,2303.79045492103
2022-08-25,TNK_6,22,Low,22.022,6.73,93.4,49.2,32.2,22.3,-58.8,20220825,2022-08-25,-110.733959443895,1.2860294430710029,22.022,-58.8,32.2,-82.41301904858538,7.778069189914332,2332.7088389982,2326.06294487
2022-08-25,TNK_7,24,Low,22.625,6.22,87.8,49.14,32.1,23.5,-63.5,20220825,2022-08-25,-110.733959443895,1.2860294430710029,22.625,-63.5,32.1,-81.63754329441356,7.852979627495932,2344.94745303148,2336.93510410313
2022-08-25,TNK_8,26,Low,22.212,6.07,89.4,49.78,32.5,26.1,-45.4,20220825,2022-08-25,-110.733959443895,1.2860294430710029,22.212,-45.4,32.5,-82.16867345440188,7.548473775899138,2350.23394327319,2340.87046142748
2022-08-25,TNK_9,12,Low,12.375,9.53,110.1,50.6,32.9,12.2,-47.2,20220825,2022-08-25,-110.733959443895,1.2860294430710029,12.375,-47.2,32.9,-94.81934508589134,7.655477311548339,2343.95683298281,2333.29036275309
2022-08-25,TNK_10,14,Ambient,14.793,8.49,101.2,49.8,32.6,14.4,-70.8,20220825,2022-08-25,-110.733959443895,1.2860294430710029,14.793,-70.8,32.6,-91.70972589254566,8.049097689546572,2339.62466463359,2327.65387328526
2022-08-25,TNK_11,16,Ambient,15.8,7.87,97.3,49.7,32.5,16,-63.8,20220825,2022-08-25,-110.733959443895,1.2860294430710029,15.8,-63.8,32.5,-90.41469424337316,7.917590409512792,2337.64352912003,2324.36146361367
2022-08-25,TNK_12,18,Ambient,18.224,7.25,93.5,49.6,32.5,18.4,-64.8,20220825,2022-08-25,-110.733959443895,1.2860294430710029,18.224,-64.8,32.5,-87.29735887336905,7.913937582298401,2338.34317242632,2323.73682665875
2022-08-25,TNK_13,20,Ambient,19.982,7.35,97.2,49.4,32.3,19.9,-67.5,20220825,2022-08-25,-110.733959443895,1.2860294430710029,19.982,-67.5,32.3,-85.03651911245022,7.944711165563246,2340.03277984208,2324.09612072852
2022-08-25,TNK_14,22,Ambient,21.709,7.1,98.6,49.7,32.6,22,-65.2,20220825,2022-08-25,-110.733959443895,1.2860294430710029,21.709,-65.2,32.6,-82.8155462642666,7.89087290694992,2338.23312235786,2320.99147142726
2022-08-25,TNK_15,24,Ambient,23.556,6.69,96.4,49.3,32.3,24.5,-54.3,20220825,2022-08-25,-110.733959443895,1.2860294430710029,23.556,-54.3,32.3,-80.44024988291446,7.689190169603741,2346.18499720682,2327.56448135598
2022-08-25,TNK_16,26,Ambient,23.333,6.59,95.4,49.8,32.6,24.3,-68.5,20220825,2022-08-25,-110.733959443895,1.2860294430710029,23.333,-68.5,32.6,-80.7270344487193,7.932951719452222,2345.24024289865,2325.30902270405
2022-08-25,TNK_18,12,Ambient,12.903,9.64,111.5,50.2,32.9,13,-65,20220825,2022-08-25,-110.733959443895,1.2860294430710029,12.903,-65,32.9,-94.14032153994984,7.9649809458898835,2343.13601711704,2321.9071517298
2022-08-25,TNK_SMP,10,Sump,11.584,10.04,112.8,49.2,31.9,11.3,-23,20220825,2022-08-25,-110.733959443895,1.2860294430710029,11.584,-23,31.9,-95.8365943753605,7.230792899809824,2334.01483267842,2311.55968148684
2022-08-26,TNK_2,14,Low,14.025,10.31,99.6,50.4,33.1,13.8,-46.3,20220826,2022-08-26,-110.733959443895,1.2860294430710029,14.025,-46.3,33.1,-92.69739650482418,7.627378050578859,2330.13792310998,2328.80717615217
2022-08-26,TNK_3,16,Low,16.302,7.68,9.57,49.9,32.7,16.4,-48.3,20220826,2022-08-26,-110.733959443895,1.2860294430710029,16.302,-48.3,32.7,-89.76910746295151,7.643828111192456,2334.39404241327,2331.72920903152
2022-08-26,TNK_4,18,Low,18.681,6.7,87.4,49.8,32.7,18.8,-50.3,20220826,2022-08-26,-110.733959443895,1.2860294430710029,18.681,-50.3,32.7,-86.7096434178856,7.660014073353263,2345.60674908381,2341.59259035749
2022-08-26,TNK_5,20,Low,20.743,7.04,95.8,49.7,32.6,20.9,-42.5,20220826,2022-08-26,-110.733959443895,1.2860294430710029,20.743,-42.5,32.6,-84.0578507062732,7.509958710402008,2309.05626167513,2303.79045492103
2022-08-26,TNK_6,22,Low,22.617,6.05,84.7,49.7,32.6,22.8,-50.4,20220826,2022-08-26,-110.733959443895,1.2860294430710029,22.617,-50.4,32.6,-81.64783152995813,7.630845532051807,2332.7088389982,2326.06294487
2022-08-26,TNK_7,24,Low,24.084,6.79,97.7,49.8,32.6,24.1,-50.9,20220826,2022-08-26,-110.733959443895,1.2860294430710029,24.084,-50.9,32.6,-79.76122633697297,7.627918786657961,2344.94745303148,2336.93510410313
2022-08-26,TNK_8,26,Low,22.802,6.5,91.3,49.9,32.7,22.9,-50.4,20220826,2022-08-26,-110.733959443895,1.2860294430710029,22.802,-50.4,32.7,-81.40991608299,7.629611383120305,2350.23394327319,2340.87046142748
2022-08-26,TNK_9,12,Low,12.318,9.43,107.5,50,32.7,12.5,-52.5,20220826,2022-08-26,-110.733959443895,1.2860294430710029,12.318,-52.5,32.7,-94.8926487641464,7.748989125648441,2343.95683298281,2333.29036275309
2022-08-26,TNK_10,14,Ambient,14.022,8.7,103.4,49.81,32.6,14.2,-62.7,20220826,2022-08-26,-110.733959443895,1.2860294430710029,14.022,-62.7,32.6,-92.7012545931534,7.913997874889208,2339.62466463359,2327.65387328526
2022-08-26,TNK_11,16,Ambient,16.022,7.76,96.5,49.9,32.7,16.1,-55.4,20220826,2022-08-26,-110.733959443895,1.2860294430710029,16.022,-55.4,32.7,-90.1291957070114,7.769735910037687,2337.64352912003,2324.36146361367
2022-08-26,TNK_12,18,Ambient,17.901,7.65,98.5,49.8,32.7,18.1,-54.8,20220826,2022-08-26,-110.733959443895,1.2860294430710029,17.901,-54.8,32.7,-87.71274638348098,7.744034543683667,2338.34317242632,2323.73682665875
2022-08-26,TNK_13,20,Ambient,20.017,7.71,103.3,49.6,32.5,20.1,-64,20220826,2022-08-26,-110.733959443895,1.2860294430710029,20.017,-64,32.5,-84.99150808194274,7.884667134029015,2340.03277984208,2324.09612072852
2022-08-26,TNK_14,22,Ambient,21.749,7.07,97.2,49.8,32.6,22,-61.8,20220826,2022-08-26,-110.733959443895,1.2860294430710029,21.749,-61.8,32.6,-82.76410508654376,7.83242190101863,2338.23312235786,2320.99147142726
2022-08-26,TNK_15,24,Ambient,25.201,7.02,102.7,49.8,32.6,25.3,-49.3,20220826,2022-08-26,-110.733959443895,1.2860294430710029,25.201,-49.3,32.6,-78.32473144906265,7.592178463402487,2346.18499720682,2327.56448135598
2022-08-26,TNK_16,26,Ambient,24.905,6.48,93.8,49.9,32.7,25.1,-63.2,20220826,2022-08-26,-110.733959443895,1.2860294430710029,24.905,-63.2,32.7,-78.70539616421168,7.82968838774178,2345.24024289865,2325.30902270405
2022-08-26,TNK_18,12,Ambient,12.914,9.25,107.8,50.8,33.3,13,-61.7,20220826,2022-08-26,-110.733959443895,1.2860294430710029,12.914,-61.7,33.3,-94.12617521607606,7.907742206962899,2343.13601711704,2321.9071517298
2022-08-26,TNK_SMP,10,Sump,11.442,12.04,124.8,49.8,32.1,11.4,-60.8,20220826,2022-08-26,-110.733959443895,1.2860294430710029,11.442,-60.8,32.1,-96.0192105562766,7.901572142201844,2334.01483267842,2311.55968148684
2022-08-27,TNK_2,14,Low,12.51,9.81,113.6,49.6,32.5,12.8,-49.8,20220827,2022-08-27,-110.733959443895,1.2860294430710029,12.51,-49.8,32.5,-94.64573111107676,7.699303242586849,2495.24113690739,2493.81609913646
2022-08-27,TNK_3,16,Low,16.315,8.41,104.9,50,32.8,16.4,-50.5,20220827,2022-08-27,-110.733959443895,1.2860294430710029,16.315,-50.5,32.8,-89.75238908019159,7.682264599776859,2457.24596851574,2454.44089320922
2022-08-27,TNK_4,18,Low,18.143,7.58,97.8,49.9,32.8,18.2,-54.3,20220827,2022-08-27,-110.733959443895,1.2860294430710029,18.143,-54.3,32.8,-87.4015272582578,7.733651551142117,2506.86366292213,2502.57353685895
2022-08-27,TNK_5,20,Low,20.298,7.48,100.5,49.8,32.6,20.4,-45.5,20220827,2022-08-27,-110.733959443895,1.2860294430710029,20.298,-45.5,32.6,-84.6301338084398,7.564743914863168,2455.27264560681,2449.67339213906
